,primaryName_y,freq,Name
24,Dean DeBlois,2,Chris Sanders
26,Alan Silvestri,2,Chris Sanders
29,Alan Silvestri,2,Chris Sanders
30,Nicolas Cage,2,Chris Sanders
31,Ryan Reynolds,2,Chris Sanders
32,Emma Stone,2,Chris Sanders
34,Kirk DeMicco,2,Chris Sanders
44,Dean DeBlois,2,Chris Sanders
50,Emma Stone,2,Chris Sanders
51,Ryan Reynolds,2,Chris Sanders
52,Nicolas Cage,2,Chris Sanders
55,Kirk DeMicco,2,Chris Sanders
0,David Abramson,2,Frederik Wiedmann
11,Nicolas Cage,2,Frederik Wiedmann
63,Víctor García,2,Frederik Wiedmann
97,David Abramson,2,Frederik Wiedmann
103,Víctor García,2,Frederik Wiedmann
123,Johnny Martin,2,Frederik Wiedmann
126,Michael Mendelsohn,2,Frederik Wiedmann
147,Nicolas Cage,2,Frederik Wiedmann
151,Johnny Martin,2,Frederik Wiedmann
154,Michael Mendelsohn,2,Frederik Wiedmann
13,Hope Davis,2,Anton Yelchin
43,Hope Davis,2,Anton Yelchin
48,Sidney Kimmel,2,Anton Yelchin
56,Sidney Kimmel,2,Anton Yelchin
91,Nicolas Cage,2,Anton Yelchin
135,Drake Doremus,2,Anton Yelchin
169,Keith Kjarval,2,Anton Yelchin
170,Danny Bensi,2,Anton Yelchin
194,Alia Shawkat,2,Anton Yelchin
198,Keith Kjarval,2,Anton Yelchin
199,Danny Bensi,2,Anton Yelchin
207,Adam Gibbs,2,Anton Yelchin
213,Alia Shawkat,2,Anton Yelchin
243,Nicolas Cage,2,Anton Yelchin
245,Drake Doremus,2,Anton Yelchin
246,Adam Gibbs,2,Anton Yelchin
6,Brad Mirman,3,Richard Rionda Del Castro
7,Jamie Brown,3,Richard Rionda Del Castro
8,Gary Howsam,3,Richard Rionda Del Castro
15,Brad Mirman,3,Richard Rionda Del Castro
16,Jamie Brown,3,Richard Rionda Del Castro
17,Gary Howsam,3,Richard Rionda Del Castro
20,Gary Howsam,3,Richard Rionda Del Castro
29,Jamie Brown,3,Richard Rionda Del Castro
33,Elsa Pataky,2,Richard Rionda Del Castro
36,Jim Agnew,2,Richard Rionda Del Castro
37,Sean Keller,2,Richard Rionda Del Castro
41,Thomas Jane,3,Richard Rionda Del Castro
43,Elsa Pataky,2,Richard Rionda Del Castro
45,Russell Mulcahy,2,Richard Rionda Del Castro
48,Johnny Martin,2,Richard Rionda Del Castro
60,Brad Mirman,3,Richard Rionda Del Castro
68,Laurent Eyquem,2,Richard Rionda Del Castro
70,Nicolas Cage,2,Richard Rionda Del Castro
72,Thomas Jane,3,Richard Rionda Del Castro
75,Cam Cannon,3,Richard Rionda Del Castro
77,Michael Mendelsohn,2,Richard Rionda Del Castro
78,Laurent Eyquem,2,Richard Rionda Del Castro
82,Cam Cannon,3,Richard Rionda Del Castro
88,Nicolas Cage,2,Richard Rionda Del Castro
93,Jim Agnew,2,Richard Rionda Del Castro
94,Sean Keller,2,Richard Rionda Del Castro
96,Michael Mendelsohn,2,Richard Rionda Del Castro
98,Thomas Jane,3,Richard Rionda Del Castro
103,Cam Cannon,3,Richard Rionda Del Castro
106,Scott Windhauser,3,Richard Rionda Del Castro
107,Russell Mulcahy,2,Richard Rionda Del Castro
108,Scott Windhauser,3,Richard Rionda Del Castro
111,Scott Windhauser,3,Richard Rionda Del Castro
114,Johnny Martin,2,Richard Rionda Del Castro
2,James Franco,3,Michael Mendelsohn
9,Vince Jolivette,2,Michael Mendelsohn
18,Biel Fuster,4,Michael Mendelsohn
31,Nicolas Cage,5,Michael Mendelsohn
37,Richard Rionda Del Castro,2,Michael Mendelsohn
43,Richard Rionda Del Castro,2,Michael Mendelsohn
44,Nicolas Cage,5,Michael Mendelsohn
53,Frederik Wiedmann,2,Michael Mendelsohn
58,Johnny Martin,3,Michael Mendelsohn
63,Arath de la Torre,2,Michael Mendelsohn
64,Maria Bravo,2,Michael Mendelsohn
65,Daniel Delevin,3,Michael Mendelsohn
66,Nora Velázquez,2,Michael Mendelsohn
67,Biel Fuster,4,Michael Mendelsohn
75,Yvan Gauthier,2,Michael Mendelsohn
77,Rob Carliner,2,Michael Mendelsohn
79,Vladimir Van Maule,4,Michael Mendelsohn
80,Robert Ri'chard,2,Michael Mendelsohn
83,Vivica A. Fox,2,Michael Mendelsohn
84,Jean-Claude La Marre,6,Michael Mendelsohn
100,James Franco,3,Michael Mendelsohn
107,Vince Jolivette,2,Michael Mendelsohn
114,James Franco,3,Michael Mendelsohn
118,Rob Carliner,2,Michael Mendelsohn
122,Ernest Thomas,2,Michael Mendelsohn
123,Jean-Claude La Marre,6,Michael Mendelsohn
125,Jessie L. Levostre,4,Michael Mendelsohn
128,Nicolas Cage,5,Michael Mendelsohn
132,Johnny Martin,3,Michael Mendelsohn
136,Frederik Wiedmann,2,Michael Mendelsohn
138,Vivica A. Fox,2,Michael Mendelsohn
141,Robert Ri'chard,2,Michael Mendelsohn
142,Jean-Claude La Marre,6,Michael Mendelsohn
143,Johnny Martin,3,Michael Mendelsohn
145,Vladimir Van Maule,4,Michael Mendelsohn
146,Yvan Gauthier,2,Michael Mendelsohn
148,Nicolas Cage,5,Michael Mendelsohn
154,Jim Steele,2,Michael Mendelsohn
157,Vladimir Van Maule,4,Michael Mendelsohn
162,Jean-Claude La Marre,6,Michael Mendelsohn
163,Jessie L. Levostre,4,Michael Mendelsohn
165,Eurika Pratts,3,Michael Mendelsohn
167,Arath de la Torre,2,Michael Mendelsohn
168,Maria Bravo,2,Michael Mendelsohn
169,Daniel Delevin,3,Michael Mendelsohn
170,Nora Velázquez,2,Michael Mendelsohn
171,Biel Fuster,4,Michael Mendelsohn
173,Daniel Delevin,3,Michael Mendelsohn
174,Biel Fuster,4,Michael Mendelsohn
176,Nicolas Cage,5,Michael Mendelsohn
199,Jim Steele,2,Michael Mendelsohn
202,Clifton Powell,2,Michael Mendelsohn
205,Ernest Thomas,2,Michael Mendelsohn
206,Jean-Claude La Marre,6,Michael Mendelsohn
207,Jessie L. Levostre,4,Michael Mendelsohn
209,Eurika Pratts,3,Michael Mendelsohn
211,Vladimir Van Maule,4,Michael Mendelsohn
213,Clifton Powell,2,Michael Mendelsohn
216,Jean-Claude La Marre,6,Michael Mendelsohn
217,Jessie L. Levostre,4,Michael Mendelsohn
219,Eurika Pratts,3,Michael Mendelsohn
15,Jamie Blanks,2,Gary Hamilton
16,Everett De Roche,2,Gary Hamilton
19,Karl von Moller,2,Gary Hamilton
29,Mike Gabrawy,6,Gary Hamilton
35,Jamie Blanks,2,Gary Hamilton
36,Everett De Roche,2,Gary Hamilton
39,Karl von Moller,2,Gary Hamilton
41,Nicolas Cage,2,Gary Hamilton
65,Daniel Radcliffe,2,Gary Hamilton
71,Justin Monjo,2,Gary Hamilton
73,Mike Gabrawy,6,Gary Hamilton
77,Ryan Hamilton,2,Gary Hamilton
79,Michelle Krumm,3,Gary Hamilton
82,Nicolas Cage,2,Gary Hamilton
86,Paul Schrader,2,Gary Hamilton
98,Paul Staheli,3,Gary Hamilton
101,Ying Ye,2,Gary Hamilton
106,Mike Gabrawy,6,Gary Hamilton
118,Mike Gabrawy,6,Gary Hamilton
120,Basil Iwanyk,2,Gary Hamilton
121,Daniel Radcliffe,2,Gary Hamilton
128,Michelle Krumm,3,Gary Hamilton
135,Paul Schrader,2,Gary Hamilton
147,Paul Staheli,3,Gary Hamilton
148,Mike Gabrawy,6,Gary Hamilton
152,Justin Monjo,2,Gary Hamilton
153,Paul Staheli,3,Gary Hamilton
154,Mike Gabrawy,6,Gary Hamilton
155,Basil Iwanyk,2,Gary Hamilton
156,Michelle Krumm,3,Gary Hamilton
157,Ying Ye,2,Gary Hamilton
162,Ryan Hamilton,2,Gary Hamilton
5,Nicolas Cage,2,Nick Powell
18,Juan Cavestany,2,Nick Powell
46,Juan Cavestany,2,Nick Powell
71,Nicolas Cage,2,Nick Powell
9,Andrew Weiner,3,Braxton Pope
17,Andrew Weiner,3,Braxton Pope
26,Jonas Pate,3,Braxton Pope
27,Josh Pate,2,Braxton Pope
29,Andrew Weiner,3,Braxton Pope
32,Jonathan LeMond,2,Braxton Pope
40,Jonas Pate,3,Braxton Pope
55,Bret Easton Ellis,2,Braxton Pope
56,Paul Schrader,2,Braxton Pope
61,Jonas Pate,3,Braxton Pope
62,Josh Pate,2,Braxton Pope
71,Paul Schrader,2,Braxton Pope
72,Bret Easton Ellis,2,Braxton Pope
87,Nicolas Cage,2,Braxton Pope
107,Jonathan LeMond,2,Braxton Pope
110,Nicolas Cage,2,Braxton Pope
3,Nicolas Cage,2,Daniel Herther
5,Jonathan Baker,2,Daniel Herther
35,Jonathan Baker,2,Daniel Herther
37,Nicolas Cage,2,Daniel Herther
10,Daniel Herther,2,Jonathan Baker
13,Nicolas Cage,2,Jonathan Baker
45,Nnamdi Asomugha,2,Jonathan Baker
51,Nicolas Cage,2,Jonathan Baker
53,Daniel Herther,2,Jonathan Baker
67,Nnamdi Asomugha,2,Jonathan Baker
4,Jordan Brower,2,George Furla
5,Nickolas Perry,2,George Furla
6,Randall Emmett,51,George Furla
9,Jeff Rice,2,George Furla
12,Dennis Hopper,2,George Furla
18,Randall Emmett,51,George Furla
24,Johnathon Schaech,4,George Furla
27,Randall Emmett,51,George Furla
29,Jeff Rice,2,George Furla
39,Randall Emmett,51,George Furla
41,Dennis Hopper,2,George Furla
44,Jordan Brower,2,George Furla
47,Nickolas Perry,2,George Furla
48,Randall Emmett,51,George Furla
51,Christian Slater,2,George Furla
52,Val Kilmer,3,George Furla
57,Randall Emmett,51,George Furla
59,Danny Lerner,2,George Furla
64,Randall Emmett,51,George Furla
74,Randall Emmett,51,George Furla
77,Val Kilmer,3,George Furla
84,Randall Emmett,51,George Furla
94,Randall Emmett,51,George Furla
97,Morgan Freeman,2,George Furla
103,Randall Emmett,51,George Furla
106,Avi Lerner,2,George Furla
107,John Cusack,3,George Furla
108,Morgan Freeman,2,George Furla
114,Randall Emmett,51,George Furla
117,Brian Presley,3,George Furla
123,Randall Emmett,51,George Furla
131,Danny Lerner,2,George Furla
136,Avi Lerner,2,George Furla
138,50 Cent,4,George Furla
140,Brian Presley,3,George Furla
141,Irwin Winkler,3,George Furla
144,Randall Emmett,51,George Furla
146,Adam Goldworm,3,George Furla
148,Bruce Willis,13,George Furla
149,John Cusack,3,George Furla
151,Brian A. Miller,5,George Furla
152,Andre Fabrizio,2,George Furla
153,Jeremy Passmore,2,George Furla
154,Randall Emmett,51,George Furla
157,Brian Presley,3,George Furla
168,Bruce Willis,13,George Furla
175,Randall Emmett,51,George Furla
185,Randall Emmett,51,George Furla
187,50 Cent,4,George Furla
188,Val Kilmer,3,George Furla
191,Jessy Terrero,2,George Furla
192,Randall Emmett,51,George Furla
197,Randall Emmett,51,George Furla
201,Christian Slater,2,George Furla
202,Ambyr Childers,3,George Furla
207,Randall Emmett,51,George Furla
211,50 Cent,4,George Furla
212,Bruce Willis,13,George Furla
217,Randall Emmett,51,George Furla
221,50 Cent,4,George Furla
222,Robert De Niro,2,George Furla
225,Jessy Terrero,2,George Furla
227,Randall Emmett,51,George Furla
231,Randall Emmett,51,George Furla
237,Randall Emmett,51,George Furla
247,Randall Emmett,51,George Furla
251,Randall Emmett,51,George Furla
254,Randall Emmett,51,George Furla
257,Randall Emmett,51,George Furla
259,Wayne Marc Godfrey,2,George Furla
260,Robert De Niro,2,George Furla
262,Dave Bautista,3,George Furla
263,Kate Bosworth,2,George Furla
266,Max Adams,3,George Furla
267,Randall Emmett,51,George Furla
269,Adam Goldworm,3,George Furla
271,Bruce Willis,13,George Furla
272,Ambyr Childers,3,George Furla
273,Johnathon Schaech,4,George Furla
274,Brian A. Miller,5,George Furla
275,Andre Fabrizio,2,George Furla
276,Jeremy Passmore,2,George Furla
277,Randall Emmett,51,George Furla
281,Nicky Whelan,2,George Furla
282,Nicolas Cage,2,George Furla
286,Randall Emmett,51,George Furla
288,Wayne Marc Godfrey,2,George Furla
290,Randall Emmett,51,George Furla
292,Mark Stewart,5,George Furla
293,Sylvester Stallone,2,George Furla
294,Meadow Williams,3,George Furla
297,Brian A. Miller,5,George Furla
299,Randall Emmett,51,George Furla
303,Bruce Willis,13,George Furla
305,Dave Bautista,3,George Furla
306,Adrian Grenier,2,George Furla
307,Steven C. Miller,5,George Furla
311,Randall Emmett,51,George Furla
313,Kate Bosworth,2,George Furla
314,Hayden Christensen,2,George Furla
317,Michael Polish,2,George Furla
320,Randall Emmett,51,George Furla
322,Bruce Willis,13,George Furla
325,Randall Emmett,51,George Furla
329,Adam Goldworm,3,George Furla
330,Bruce Willis,13,George Furla
334,Steven C. Miller,5,George Furla
335,Max Adams,3,George Furla
337,Randall Emmett,51,George Furla
340,Randall Emmett,51,George Furla
342,Irwin Winkler,3,George Furla
344,Bruce Willis,13,George Furla
348,Max Adams,3,George Furla
351,Randall Emmett,51,George Furla
355,Randall Emmett,51,George Furla
358,Nicolas Cage,2,George Furla
359,John Cusack,3,George Furla
360,Adrian Grenier,2,George Furla
361,Johnathon Schaech,4,George Furla
362,Steven C. Miller,5,George Furla
365,Ryan Franks,2,George Furla
367,Irwin Winkler,3,George Furla
370,Randall Emmett,51,George Furla
372,Ryan Franks,2,George Furla
373,Bruce Willis,13,George Furla
374,Hayden Christensen,2,George Furla
377,Steven C. Miller,5,George Furla
379,Randall Emmett,51,George Furla
381,Mark Stewart,5,George Furla
389,Ambyr Childers,3,George Furla
391,Randall Emmett,51,George Furla
393,Sylvester Stallone,2,George Furla
394,Dave Bautista,3,George Furla
397,Steven C. Miller,5,George Furla
401,Randall Emmett,51,George Furla
403,Bruce Willis,13,George Furla
404,Frank Grillo,2,George Furla
405,Johnathon Schaech,4,George Furla
407,Brian A. Miller,5,George Furla
409,Randall Emmett,51,George Furla
411,Mark Stewart,5,George Furla
412,Mark Stewart,5,George Furla
413,Bruce Willis,13,George Furla
420,Randall Emmett,51,George Furla
424,Lala Kent,2,George Furla
425,Meadow Williams,3,George Furla
427,Michael Polish,2,George Furla
431,Randall Emmett,51,George Furla
432,Frank Grillo,2,George Furla
440,Randall Emmett,51,George Furla
443,Lala Kent,2,George Furla
451,Randall Emmett,51,George Furla
453,Bruce Willis,13,George Furla
455,Meadow Williams,3,George Furla
457,Brian A. Miller,5,George Furla
460,Randall Emmett,51,George Furla
463,Bruce Willis,13,George Furla
464,Nicky Whelan,2,George Furla
469,Randall Emmett,51,George Furla
471,Mark Stewart,5,George Furla
5,Rob W. King,4,Kevin DeWalt
47,Jean-Charles Levy,3,Kevin DeWalt
50,Clément Miserez,2,Kevin DeWalt
54,Michael Shanks,2,Kevin DeWalt
59,Jean-Charles Levy,3,Kevin DeWalt
60,Todd Bryanton,2,Kevin DeWalt
68,Jean-Charles Levy,3,Kevin DeWalt
69,Clément Miserez,2,Kevin DeWalt
72,Michael Shanks,2,Kevin DeWalt
73,Brendan Fehr,2,Kevin DeWalt
74,Brendan Fletcher,2,Kevin DeWalt
96,Danielle Masters,6,Kevin DeWalt
97,Nicolas Cage,2,Kevin DeWalt
106,Mauro Borrelli,2,Kevin DeWalt
109,Danielle Masters,6,Kevin DeWalt
114,Mauro Borrelli,2,Kevin DeWalt
119,Todd Bryanton,2,Kevin DeWalt
120,Nicolas Cage,2,Kevin DeWalt
124,Rob W. King,4,Kevin DeWalt
128,Danielle Masters,6,Kevin DeWalt
131,Brendan Fletcher,2,Kevin DeWalt
134,Rob W. King,4,Kevin DeWalt
137,Danielle Masters,6,Kevin DeWalt
139,Rob W. King,4,Kevin DeWalt
146,Danielle Masters,6,Kevin DeWalt
156,Douglas Falconer,2,Kevin DeWalt
158,Danielle Masters,6,Kevin DeWalt
162,Brendan Fehr,2,Kevin DeWalt
167,Douglas Falconer,2,Kevin DeWalt
3,Sarah Lind,2,Danielle Masters
11,Nicolas Cage,2,Danielle Masters
18,Kevin DeWalt,6,Danielle Masters
29,Kevin DeWalt,6,Danielle Masters
31,Nicolas Cage,2,Danielle Masters
32,Sarah Lind,2,Danielle Masters
35,Rob W. King,2,Danielle Masters
38,Kevin DeWalt,6,Danielle Masters
45,Rob W. King,2,Danielle Masters
47,Kevin DeWalt,6,Danielle Masters
52,Kevin DeWalt,6,Danielle Masters
63,Kevin DeWalt,6,Danielle Masters
23,Morgan Z Whirledge,2,Daniel Noah
24,Elijah Wood,8,Daniel Noah
33,Josh C. Waller,14,Daniel Noah
37,Josh C. Waller,14,Daniel Noah
38,Elijah Wood,8,Daniel Noah
39,Brett W. Bachman,2,Daniel Noah
40,David Morse,2,Daniel Noah
44,Josh C. Waller,14,Daniel Noah
46,Ehud Bleiberg,2,Daniel Noah
49,Elijah Wood,8,Daniel Noah
50,David Morse,2,Daniel Noah
58,Josh C. Waller,14,Daniel Noah
61,Josh C. Waller,14,Daniel Noah
62,Elijah Wood,8,Daniel Noah
64,Josh C. Waller,14,Daniel Noah
66,Elijah Wood,8,Daniel Noah
67,Josh C. Waller,14,Daniel Noah
71,Josh C. Waller,14,Daniel Noah
72,Elijah Wood,8,Daniel Noah
74,Josh C. Waller,14,Daniel Noah
84,Brett W. Bachman,2,Daniel Noah
89,Josh C. Waller,14,Daniel Noah
91,Ehud Bleiberg,2,Daniel Noah
94,Lisa Whalen,2,Daniel Noah
95,Nicolas Cage,2,Daniel Noah
103,Josh C. Waller,14,Daniel Noah
110,Josh C. Waller,14,Daniel Noah
119,Josh C. Waller,14,Daniel Noah
120,Elijah Wood,8,Daniel Noah
121,Morgan Z Whirledge,2,Daniel Noah
123,Nicolas Cage,2,Daniel Noah
132,Elijah Wood,8,Daniel Noah
140,Josh C. Waller,14,Daniel Noah
141,Lisa Whalen,2,Daniel Noah
3,Nick Spicer,8,Nate Bolotin
4,Aram Tertzakian,8,Nate Bolotin
7,Nick Spicer,8,Nate Bolotin
8,Aram Tertzakian,8,Nate Bolotin
11,Gareth Evans,2,Nate Bolotin
15,Nick Spicer,8,Nate Bolotin
16,Aram Tertzakian,8,Nate Bolotin
19,Yayan Ruhian,2,Nate Bolotin
22,Gareth Evans,2,Nate Bolotin
25,Aram Tertzakian,8,Nate Bolotin
42,Nick Spicer,8,Nate Bolotin
43,Aram Tertzakian,8,Nate Bolotin
44,Baltasar Kormákur,2,Nate Bolotin
46,Nick Spicer,8,Nate Bolotin
47,Aram Tertzakian,8,Nate Bolotin
58,Baltasar Kormákur,2,Nate Bolotin
61,Nick Spicer,8,Nate Bolotin
63,Aram Tertzakian,8,Nate Bolotin
64,Yayan Ruhian,2,Nate Bolotin
69,Nick Spicer,8,Nate Bolotin
80,Nicolas Cage,2,Nate Bolotin
100,Nicolas Cage,2,Nate Bolotin
116,Aram Tertzakian,8,Nate Bolotin
125,Nick Spicer,8,Nate Bolotin
